match_id,team_name,opponent,goals_for,goals_against,result,points,cohesion_total,cohesion_connectivity,cohesion_chemistry,cohesion_balance,cohesion_progression,n_players,n_connections,density,max_betweenness,top_betweenness_player,pre_shot_passes,total_passes
122887,VfL Bochum,Borussia Mönchengladbach,1,3,loss,0,0.5166506422064221,0.42666795266454305,0.3772189349112426,0.7928994082840237,0.46981627296587924,15,127,0.6047619047619047,0.2344322344322345,Anthony Losilla,28,515
122887,Borussia Mönchengladbach,VfL Bochum,3,1,win,3,0.6039660226893939,0.27980040948609813,0.90625,0.63359375,0.5962199312714777,16,97,0.4041666666666667,0.3571957671957672,Julian Weigl,33,376
122888,1. FC Union Berlin,1. FC Heidenheim 1846,0,1,loss,0,0.5638105008244728,0.3464056800555009,1.0,0.7222421203438396,0.18659420289855072,16,115,0.4791666666666667,0.25011337868480726,Christopher Trimmel,17,480
122888,1. FC Heidenheim 1846,1. FC Union Berlin,1,0,win,3,0.5744421774480073,0.34232371873657336,1.0,0.6850961538461539,0.27034883720930236,13,86,0.5512820512820513,0.201010101010101,Tim Kleindienst,14,455
122889,RasenBallsport Leipzig,FC Bayern München,2,2,draw,1,0.5340522043268253,0.2992750280318526,1.0,0.6432203389830509,0.19371345029239764,16,114,0.475,0.17004535147392294,Xavi Simons,7,410
122889,FC Bayern München,RasenBallsport Leipzig,2,2,draw,1,0.5162828115519817,0.3474504557280336,1.0,0.5817772778402699,0.13590351263962375,14,108,0.5934065934065934,0.3603632478632478,Harry Kane,11,745
122890,SV Darmstadt 98,SV Werder Bremen,4,2,win,3,0.5298482078226624,0.3185094435806953,0.8687943262411347,0.7061170212765957,0.22597204019222367,16,109,0.45416666666666666,0.15531746031746033,Matthias Bader,16,425
122890,SV Werder Bremen,SV Darmstadt 98,2,4,loss,0,0.4217400656150046,0.3057069322841853,0.5325814536340852,0.6058897243107769,0.24278215223097113,16,127,0.5291666666666667,0.2150453514739229,Marvin Ducksch,11,544
122891,FC Augsburg,SC Freiburg,0,2,loss,0,0.470311991963432,0.30146968257444345,0.717741935483871,0.6481720430107527,0.21386430678466078,15,113,0.5380952380952381,0.20430402930402933,Kevin Mbabu,10,461
122891,SC Freiburg,FC Augsburg,2,0,win,3,0.4768578422010045,0.3691460480117001,0.7513661202185793,0.6489981785063752,0.13792102206736354,15,123,0.5857142857142857,0.17902712366998083,Merlin Röhl,9,522
122892,1. FSV Mainz 05,Borussia Mönchengladbach,2,2,draw,1,0.5973697569946526,0.4206608091603913,0.9902597402597403,0.7327672327672328,0.24579124579124584,13,99,0.6346153846153846,0.21275252525252528,Anthony Caci,14,453
122892,Borussia Mönchengladbach,1. FSV Mainz 05,2,2,draw,1,0.5077775253553363,0.3090121778316409,0.6988188976377953,0.610974409448819,0.4123046165030898,16,131,0.5458333333333333,0.1593121693121693,Rocco Reitz,29,656
122893,Borussia Dortmund,1. FC Union Berlin,4,2,win,3,0.4998075444716783,0.3106442382983682,1.0,0.5632183908045977,0.12536754878374765,16,129,0.5375,0.28647392290249435,Giovanni Reyna,11,664
122893,1. FC Union Berlin,Borussia Dortmund,2,4,loss,0,0.4870404217134757,0.2844732561551627,0.48888888888888893,0.6722222222222223,0.5025773195876289,16,97,0.4041666666666667,0.26810657596371884,Diogo Leite,17,355
122894,VfL Bochum,RasenBallsport Leipzig,0,0,draw,1,0.5653539151210273,0.21176032453845048,1.0,0.5999034749034748,0.4497518610421836,14,62,0.34065934065934067,0.18632478632478633,Anthony Losilla,13,268
122894,RasenBallsport Leipzig,VfL Bochum,0,0,draw,1,0.5265262444837872,0.33117553050074394,1.0,0.5545746388443018,0.22035480859010273,16,140,0.5833333333333334,0.1093575207860922,Emil Forsberg,13,747
122895,FC Augsburg,SV Darmstadt 98,1,2,loss,0,0.43921334420864555,0.30802095925216477,0.5856643356643356,0.6667395104895104,0.19642857142857145,16,112,0.4666666666666667,0.18275510204081633,Ermedin Demirovic,11,428
122895,SV Darmstadt 98,FC Augsburg,2,1,win,3,0.5618919179731614,0.3135625161541047,1.0,0.6710601719197709,0.26294498381877024,15,103,0.49047619047619045,0.2805860805860806,Andreas Müller,13,482
122896,VfB Stuttgart,VfL Wolfsburg,3,1,win,3,0.5291327037332594,0.33125697761447825,1.0,0.6131360078277887,0.17213782949077067,16,130,0.5416666666666666,0.20231292517006805,Jamie Leweling,16,626
122896,VfL Wolfsburg,VfB Stuttgart,1,3,loss,0,0.5910061841457103,0.33085454257931346,1.0,0.6774603174603175,0.3557098765432099,15,108,0.5142857142857142,0.21694139194139198,Aster Vranckx,13,429
122897,TSG 1899 Hoffenheim,SV Werder Bremen,3,2,win,3,0.5432754746564654,0.3817508322078906,0.861244019138756,0.6631578947368422,0.2669491525423729,15,118,0.5619047619047619,0.18809523809523812,Wout Weghorst,17,585
122897,SV Werder Bremen,TSG 1899 Hoffenheim,2,3,loss,0,0.5290605218049281,0.33990677753474124,0.7668329177057356,0.7194513715710723,0.2900510204081632,16,140,0.5833333333333334,0.14195578231292516,Milos Veljkovic,23,550
122898,1. FC Köln,Bayer 04 Leverkusen,0,3,loss,0,0.5269199120515241,0.35940171646042274,1.0,0.676162547130289,0.07211538461538461,14,104,0.5714285714285714,0.15587606837606838,Leart Paçarada,7,461
